date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
08/16/2024,"WOD","9 ROUNDS:5 Handstand Push Ups5 Deadlifts (225/155)",253,"4:13","","","[{""secs"":13,""mins"":4}]","After 3sec paused front squat singles and squat clean jerk push press complex triples",RX,
08/21/2024,"WOD","6 ROUNDS:1 Minute AMRAP: Double UndersREST 1 Minutes1 Minute AMRAP:  Alternating Reverse Lunges with Sandbag (100/70)*REST 1 Minute1 Minute AMRAP: Calorie BikeREST 1 Minute.*Sandbag should be over 1 shoulder.  Change shoulders each round.",271,"271","Reps","","[{""reps"":271}]","🤮 ",RX,
08/22/2024,"Power Snatch + Snatch Balance + Snatch 5x1","Power Snatch + Snatch Balance + Snatch for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 rep",155,"155","Load","Power Snatch + Snatch Balance + Snatch","[{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":145},{""success"":true,""load"":155}]","Legs dead from yesterday155 felt like 185",RX,
08/22/2024,"Muscle Snatch + Snatch Grip Push Press + Overhead Squat 5x3","Muscle Snatch + Snatch Grip Push Press + Overhead Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 repsPerform the Muscle Snatch for the designated reps, then perform the snatch grip p.p. from behind the neck, followed by OHS.",115,"115","Load","Muscle Snatch + Snatch Grip Push Press + Overhead Squat","[{""success"":true,""load"":95},{""success"":true,""load"":100},{""success"":true,""load"":105},{""success"":true,""load"":110},{""success"":true,""load"":115}]","",RX,
08/24/2024,"HOLLEYMAN","Thirty rounds of: •5 Wall ball shots, 20 pound ball•3 Handstand push-ups•225/155 pound Power clean, 1 rep",1532,"25:32","","","[{""secs"":32,""mins"":25}]","155lbElse rx (strict hsp)Gotta try 165/175 next time, although HSP were the limiting factor, could barely do 3 at the end ",SCALED,PR
08/28/2024,"WOD","8 ROUNDS:400m Run12 DB Thrusters (50/35)12 Burpees25 Double Unders",2100,"35:00","","","[{""secs"":0,""mins"":35}]","6 rounds RX in 34:20. In between meetings so ~ rpe 7-8 not to die too much. In AC’d blink or I would melt in current heat.",RX,
08/29/2024,"Muscle Snatch + Snatch Grip Push Press + Overhead Squat 5x3","Muscle Snatch + Snatch Grip Push Press + Overhead Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 repsPerform the Muscle Snatch for the designated reps, then perform the snatch grip p.p. from behind the neck, followed by OHS.",125,"125","Load","Muscle Snatch + Snatch Grip Push Press + Overhead Squat","[{""success"":true,""load"":65},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":125}]","",RX,
08/29/2024,"Power Snatch + Snatch Balance + Snatch 5x1","Power Snatch + Snatch Balance + Snatch for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 rep",155,"155","Load","Power Snatch + Snatch Balance + Snatch","[{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":145},{""success"":true,""load"":155}]","In running shoes 🫠 ",RX,
08/31/2024,"Row 500m","Row 500m",93,"1:33","","","[{""secs"":33,""mins"":1}]","🤮 ",RX,PR
09/04/2024,"WOD","14 ROUNDS:1 Minute CAP:7/5 Calorie BikeAMRAP: DB Thrusters (50/35)1 Minute REST",103,"103","Reps","","[{""reps"":103}]","",RX,
09/05/2024,"Power Snatch + Snatch Balance + Snatch 5x1","Power Snatch + Snatch Balance + Snatch for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 rep",155,"155","Load","Power Snatch + Snatch Balance + Snatch","[{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":145},{""success"":true,""load"":155}]","",RX,
09/05/2024,"Muscle Snatch + Snatch Grip Push Press + Overhead Squat 5x3","Muscle Snatch + Snatch Grip Push Press + Overhead Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 repsPerform the Muscle Snatch for the designated reps, then perform the snatch grip p.p. from behind the neck, followed by OHS.",130,"130","Load","Muscle Snatch + Snatch Grip Push Press + Overhead Squat","[{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":130}]","",RX,
09/06/2024,"WOD","7 ROUNDS:6 Wall Walks3 Squat Cleans (225/155)",791,"13:11","","","[{""secs"":11,""mins"":13}]","155#Too many damn wall walks Done after 7x2 squat cleans @85%",SCALED,
09/07/2024,"Tabata This!","Tabata RowRest 1 minuteTabata SquatRest 1 minuteTabata Pull-upRest 1 minuteTabata Push-upRest 1 minuteTabata Sit-upThe Tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals.Tabata score is the least number of reps performed in any of the eight intervals. Unit for the row is ""calories"".",45,"45","Reps","","[{""reps"":45}]","10 pull-ups 7 pushups (fucked up by staring at 12)9 sit-ups 6 row 13 squats",RX,PR
09/16/2024,"Back Squat 1x5","Back Squat for load: #1: 5 reps",245,"245","Load","Back Squat","[{""success"":true,""load"":245}]","",RX,
09/16/2024,"Shoulder Press 1x5","Shoulder Press for load: #1: 5 reps",135,"135","Load","Shoulder Press","[{""success"":true,""load"":135}]","",RX,
09/16/2024,"WOD","12 Minute AMRAP:2 Power Cleans (160/105)4 Alternating Reverse Lunges(160/105)*6 Lateral Burpees Over Bar.*Barbell in front rack position.",8,"8","Rounds + Reps","","[{""rnds"":8}]","Was shooting for 6 but was able to go every 1:30-1:45 instead of 2 min. I’ll take it",RX,
09/19/2024,"Snatch Grip Deadlift 1x5","Snatch Grip Deadlift for load: #1: 5 reps",235,"235","Load","Snatch Grip Deadlift","[{""success"":true,""load"":235}]","",RX,
09/19/2024,"WOD","9 Minute AMRAP:7 DB Power Cleans (50/35)3 Burpee Bar Muscle Ups",6,"6","Rounds + Reps","","[{""rnds"":6}]","First time doing these. Tough because no momentum. Think dead-stop squats. But fun way to reinforce muscle up technique (for me the cue of looking at the knees to make sure they shoot up helps).",RX,
09/19/2024,"Squat Snatch 3-3-2-2-2-2-2-2-2","Squat Snatch for load: #1: 3 reps @ 50% #2: 3 reps @ 60% #3: 2 reps @ 70% #4: 2 reps @ 75% #5: 2 reps @ 75% #6: 2 reps @ 75% #7: 2 reps @ 80% #8: 2 reps @ 80% #9: 2 reps @ 80%",145,"145","Load","Squat Snatch","[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145}]","",RX,
09/20/2024,"Push Press 1x4","Push Press for load: #1: 4 reps",155,"155","Load","Push Press","[{""success"":true,""load"":155}]","",RX,
09/20/2024,"Front Squat 1x4","Front Squat for load: #1: 4 reps",225,"225","Load","Front Squat","[{""success"":true,""load"":225}]","",RX,
09/20/2024,"Diane","21-15-9 reps for time of:• Deadlift 225/155#  • HSPU",284,"4:44","","","[{""secs"":44,""mins"":4}]","6sec pr… shoulders died or I’d go faster on last one :/",RX,PR
09/23/2024,"Shoulder Press 1x5","Shoulder Press for load: #1: 5 reps",145,"145","Load","Shoulder Press","[{""success"":true,""load"":145}]","Managed 145 on all 5 sets 😅",RX,
09/23/2024,"Back Squat 1x5","Back Squat for load: #1: 5 reps",285,"285","Load","Back Squat","[{""success"":true,""load"":285}]","185,225,245,265,285",RX,
09/25/2024,"WOD","20 ROUNDS:30 Seconds:7/5 Calorie BikeMAX: DB Thrusters (50/35)REST 60 Seconds",60,"60","Reps","","[{""reps"":60}]","20x 3 reps in the last 9-10secWhat an awful wod",RX,
09/26/2024,"WOD","4 ROUNDS:2 Minute AMRAP:6 Devil Press (50/35)4 Lateral Burpee Box Jumps (24/20)1 Minute REST",56,"56","Reps","","[{""reps"":56}]","15,13,13,15",RX,
09/27/2024,"Push Press 1x4","Push Press for load: #1: 4 reps",165,"165","Load","Push Press","[{""success"":true,""load"":165}]","",RX,
09/27/2024,"Front Squat 1x4","Front Squat for load: #1: 4 reps",235,"235","Load","Front Squat","[{""success"":true,""load"":235}]","",RX,
10/01/2024,"WOD","30 Minute AMRAP:5 Ring Pull Ups10 Toes through Rings15 Squats to Medicine Ball20/14 Calorie Row",9.035,"9+35","Rounds + Reps","","[{""rnds"":9,""reps"":35}]","Strict ring pull-ups ",RX,
10/02/2024,"WOD","5 ROUNDS:400m Run10 Beastmakers (50/35)10/8 Calorie Bike",1848,"30:48","","","[{""secs"":48,""mins"":30}]","50 on first and last.35 on the rest.Almost puked.In a retrospect, should have done 40 or 45 for all.2nd time doing man makers and my form definitely needs work. 50’s topple you fast if you don’t keep them close and focus on swinging them to the body center right away (holding it closer to the edge helps).",SCALED,
10/03/2024,"WOD","10 ROUNDS:3 Bar Muscle Ups6 Alternating DB Power Snatches (50/35)4 Lateral Box Jumps (24/20)REST 1 Minute",886,"14:46","","","[{""secs"":46,""mins"":14}]","0:402:153:485:196:538:2510:0011:3813:1014:46",RX,
10/03/2024,"Snatch Grip Deadlift 1x5","Snatch Grip Deadlift for load: #1: 5 reps",245,"245","Load","Snatch Grip Deadlift","[{""success"":true,""load"":245}]","",RX,
10/03/2024,"Squat Snatch 3-3-2-2-2-2-2-2-2","Squat Snatch for load: #1: 3 reps @ 50% #2: 3 reps @ 60% #3: 2 reps @ 70% #4: 2 reps @ 80% #5: 2 reps @ 80% #6: 2 reps @ 80% #7: 2 reps @ 80%",165,"165","Load","Squat Snatch","[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":145},{""success"":true,""load"":155},{""success"":true,""load"":165},{""success"":true,""load"":155}]","",RX,
10/07/2024,"Back Squat 1x5","Back Squat for load: #1: 5 reps",305,"305","Load","Back Squat","[{""success"":true,""load"":305}]","3x 225,245,268,285,305",RX,
10/07/2024,"Push Press 1x3","Push Press for load: #1: 3 reps",195,"195","Load","Push Press","[{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":175},{""success"":true,""load"":185},{""success"":true,""load"":195}]","",RX,
10/09/2024,"WOD","5 ROUNDS:.1 Minute AMRAP:Thrusters (95/65)3 Minutes to Complete:500m Row1 Minute AMRAP:Burpees over Back of Rower3 Minutes to Complete:50 Double Unders",155,"155","Reps","","[{""reps"":155}]","9x 15,1519,16 on last",RX,
10/10/2024,"Squat Snatch 3-3-2-2-2-2-2-2-2","Squat Snatch for load: #1: 3 reps @ 50% #2: 3 reps @ 60% #3: 2 reps @ 70% #4: 2 reps @ 80% #5: 2 reps @ 80% #6: 2 reps @ 85% #7: 2 reps @ 85% #8: 2 reps @ 85%",165,"165","Load","Squat Snatch","[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":145},{""success"":true,""load"":155},{""success"":true,""load"":165}]","",RX,
10/10/2024,"Snatch Grip Deadlift 1x3","Snatch Grip Deadlift for load: #1: 3 reps",275,"275","Load","Snatch Grip Deadlift","[{""success"":true,""load"":275}]","",RX,
10/14/2024,"Back Squat 1x3","Back Squat for load: #1: 3 reps",315,"315","Load","Back Squat","[{""success"":true,""load"":315}]","275,295,315,295",RX,
10/14/2024,"Push Press 1x3","Push Press for load: #1: 3 reps",195,"195","Load","Push Press","[{""success"":true,""load"":125},{""success"":true,""load"":145},{""success"":true,""load"":165},{""success"":true,""load"":185},{""success"":true,""load"":195}]","",RX,
10/15/2024,"NATE","As many rounds as possible in 20 minutes:•2 Muscle-ups•4 Handstand Push-ups•8 2-Pood Kettlebell swings",11.005,"11+5","Rounds + Reps","","[{""rnds"":11,""reps"":5}]","",RX,PR
10/16/2024,"WOD","1k Row50 Double Unders50 Wall Balls (20/14)800m Row40 Double Unders40 Wall Balls (20/14)600m Row30 Double Unders30 DB Thrusters (50/35)400m Row20 Double Unders20 DB Thrusters (50/35)200m Row10 Double Unders10 DB Thrusters (50/35)",1708,"28:28","","","[{""secs"":28,""mins"":28}]","Holy shit… I need to stop (?) trying to catch up to Dave.17hr fasted but had some pre-workout, felt reasonably strong until thrusters entirely murdered me into the ground ",RX,
10/26/2024,"DORK","6 rounds for time of:•60 double-unders•30 kettlebell swings•15 burpeesMen: 1.5-pood kettlebellWomen: 1-pood kettlebell",1778,"29:38","","","[{""secs"":38,""mins"":29}]","Awful",RX,PR
10/27/2024,"WOD","Every 5 min for 8 sets (40min/2 Rds Per Athlete)Partner A: 400m Run then AMRAP Wall BallsPartner B:400m Run then AMRAP Box JumpsPartner C:400m Run then AMRAP DB Push PressPartner D:400m Run then AMRAP Cal Row",330,"330","Reps","","[{""reps"":330}]","Box jump 30,30 @24”Push press 55,60 @30lb (should have gone heavier)Cal row 32, 28Wall ball 40,55 @20lb",RX,
10/31/2024,"WOD","10 ROUNDS:6 DB Devil Press (50/35)6 Bar Pull Ups6 Alternating DB Power Snatch (50/35)31 Double Unders",6,"6","Rounds + Reps","","[{""rnds"":6}]","In 20 min",RX,
11/01/2024,"Clean & Jerk 3-2-2-2-2-2-2-2","Clean & Jerk for load: #1: 3 reps @ 50% #2: 2 reps @ 60% #3: 2 reps @ 70% #4: 2 reps @ 80% #5: 2 reps @ 80% #6: 2 reps @ 85% #7: 2 reps @ 85% #8: 2 reps @ 85%",185,"185","Load","Clean & Jerk","[{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":175},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185}]","Power cleans coz I’m in running shoes 🫠 ",RX,
11/07/2024,"Snatch 3-3-2-2-1-1-1-1-1","Snatch for load: #1: 3 reps @ 50% #2: 3 reps @ 60% #3: 2 reps @ 70% #4: 2 reps @ 80% #5: 1 rep @ 85% #6: 1 rep @ 90% #7: 1 rep @ 95% #8: 1 rep @ 95% #9: 1 rep @ 95%",180,"180","Load","Snatch","[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":165},{""success"":true,""load"":170},{""success"":true,""load"":175},{""success"":true,""load"":180}]","",RX,
11/08/2024,"Front Squat 1x3","Front Squat for load: #1: 3 reps",265,"265","Load","Front Squat","[{""success"":true,""load"":265}]","Caloric deficit in the last few days and I’m 5lb lighter this morning (from 185 to 180). Strength feels down potentially because of this. I’m not sure if 275x5 “goal” is happening this year.",RX,
11/08/2024,"WOD","10 Minutes to find 3RM Front Squatthen,21 Front Squats (65% of 3RM)21 Toes to Bar1K Row15 Front Squats 15 Toes to Bar1K Row9 Front Squats9 Toes to Barthen,21 Alternating Pistols21 Push Press (70% of BW/55% of BW)1K Row15 Alt Pistols15 PP1k Row9 Alt Pistols9 PP",1005,"16:45","","","[{""secs"":45,""mins"":16}]","Did first half (front squat) portion only since my shoulder has been hurting. 135# FS.",SCALED,
11/12/2024,"WOD","8 ROUNDS:.1 Minute CAP:3 Box Jumps (24/20)6 Alt DB Snatches (50/35)MAX REPS: Ring Muscle Ups.REST 1 Minute.1 Minute CAP:12/7 Calories BikeMAX REPS:  Toes through Rings.REST 1 Minute",85,"85","Reps","","[{""reps"":85}]","absolutely disgusting wod",RX,
11/13/2024,"WOD","50-40-30-20-10Double UndersWall Balls (20/14)Push Upsthen, 2K Row",1670,"27:50","","","[{""secs"":50,""mins"":27}]","5:2010:5815:1718:0019:12Row in 8:24",RX,
11/14/2024,"Snatch 3-3-2-2-1-1-1-1-1","Snatch for load: #1: 3 reps @ 50% #2: 3 reps @ 60% #3: 2 reps @ 70% #4: 2 reps @ 80% #5: 1 rep @ 85% #6: 1 rep @ 90% #7: 1 rep @ 93% #8: 1 rep @ 96% #9: 1 rep @ 99%#10: 1 rep @ 101%",185,"185","Load","Snatch","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":165},{""success"":true,""load"":175},{""success"":true,""load"":185}]","Omfg. Finally 1xBW snatch. I’ve been chasing this since starting CF in 2020.",RX,
11/20/2024,"WOD","4 ROUNDS:1k Row20 Thrusters (95/65)30 Double Unders",1344,"22:24","","","[{""secs"":24,""mins"":22}]","3 rounds. Way too much volume. You know your body is at shit capacity when you have to sit down between 8/7/5 reps of thrusters 🤷‍♀️ ",SCALED,
11/21/2024,"WOD","12 Minute AMRAP:5 Plyo Push Ups to 45lb Plates10 Alternating DB Power Snatches (50/35)15 Goblet Squats (50/35)",7,"7","Rounds + Reps","","[{""rnds"":7}]","RIP legs",RX,
11/25/2024,"SWOD","1 Minute Cap:  8 Back Squat (50%)1 Minute Cap: 8 Push Press (50%).1 Minute Cap: 5 Back Squat (70%)1 Minute Cap: 5 Push Press (70%)1 Minute REST.1 Minute Cap: 3 Back Squat (80%)1 Minute Cap: 3 Push Press (80%)1 Minute REST.3 ROUNDS:1 Minute Cap: 2 Back Squat (85%)1 Minute Cap: 2 Push Press (85%)1 Minute REST",315,"315","Load","","[{""success"":true,""load"":315},{""success"":true,""load"":185}]","Went for 205 on PP but felt heavy so did a single ",RX,
11/25/2024,"WOD","5 ROUNDS:5 Power Cleans (135/95)10 Front Racked Alternating Reverse Lunges (135/95)15 Front Squats (135/95)1 Minute Rest",615,"10:15","","","[{""secs"":15,""mins"":10}]","75#",SCALED,
11/26/2024,"WOD","20 Minute AMRAP:5 Handstand Push Ups10 Pull Ups15 KBS (70/53)",9,"9","Rounds + Reps","","[{""rnds"":9}]","🤮🤮🤮🤮Finished 9 with 10 sec to spare. Couldn’t move after.",RX,
11/29/2024,"Clean & Jerk 2-2-2-1-1-1-1-1","Clean & Jerk for load: #1: 2 reps @ 50% #2: 2 reps @ 60% #3: 2 reps @ 70% #4: 1 rep @ 80% #5: 1 rep @ 80% #6: 1 rep @ 85% #7: 1 rep @ 85% #8: 1 rep @ 85%",205,"205","Load","Clean & Jerk","[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":175},{""success"":true,""load"":185},{""success"":true,""load"":195},{""success"":true,""load"":205}]","Power jerk",RX,
12/27/2024,"Lynne","5 rounds for reps of• Benchpress bodyweight (max reps)• Pull-ups (max reps)",108,"108","Reps","","[{""reps"":108}]","10-11-12-11-10185#Strict pull-ups because I forgot straps3 min rest between rounds",RX,PR
01/04/2025,"WOD","20 Single Arm Overhead Squat (53/35)21 Handstand Push Ups50 KBS (53/35)15 Handstand Push Ups50 KBS (53/35)9 Handstand Push Ups20 Single Arm Overhead Squat (53/35)",564,"9:24","","","[{""secs"":24,""mins"":9}]","🤮7,7,7; 8,7; 9 on hsp15,15,10,10 on swings 10 per arm on ohsStrict HSP. Done in CFCNX (CrossFit Chiangmai) — first CrossFit affiliate in Thailand, circa 2010",RX,
01/09/2025,"SWOD","5 ROUNDS:3 Minute AMRAP:5 Weighted Strict Pull Ups (50/35)5 Toes to Bar100ft DB Front Racked Walking Lunges (50/35)1 Minute REST",4.06,"4+60","Rounds + Reps","","[{""rnds"":4,""reps"":60}]","50ft left in round 5Lunges killed me.Done after 2mi run and some light RMU practice.",RX,
01/17/2025,"Cool Down","3 ROUNDS:15 Heels Elevated Goblet Squat (50/35)60 Second Glute Bridge Hold,Then3 Minute Light Row",0,"No","Checkbox","","[{""boolean"":0}]","",RX,
01/17/2025,"WOD","5 ROUNDS:1 Minute CAP:3 Hang Power Cleans (135/95)1 Hang Cluster (135/95)MAX Calorie Row2 Minute REST",61,"61","Calories","","[{""calories"":61}]","Burpees instead of rower:12,12,13,12,12Rest RX",SCALED,
01/23/2025,"WOD","21-15-9Handstand Push UpsKBS (70/53)Burpees",491,"8:11","","","[{""secs"":11,""mins"":8}]","Unbroken on first (might have been a mistake and fatigued shoulders) and last8,7 on second",RX,
01/28/2025,"WOD","5 ROUNDS:30 Double Unders12 Alternating DB Power Snatch (50/35)6 Lateral Burpee Box Jumps (24/20)",636,"10:36","","","[{""secs"":36,""mins"":10}]","Apparently my cardio is now at 50% capacity of what it once was? 😂 tfw 30DU send you into 10/10, fml",RX,
02/11/2025,"B. Kipping Pull Up Drill","DRILL 1:3 ROUNDS:3 Beat Swings.DRILL 2:3 ROUNDS:1 Strict Pull Up + 5 Second Hold w/ Chin Over Bar.DRILL 3:3 ROUNDS:1 Strict Pull Up + 5 Second Hold w/ Chin Over Bar + 3 Beat Swings.DRILL 4:3 ROUNDS:3 Kipping Pull Ups w/ 1 Second Pause w/ Chin Over Bar",2,"2","Emoji Selection","","[{""index"":2}]","",RX,
02/11/2025,"C. SWOD","12 Minute AMRAP:6 Bulgarian Split Squats (50/35)*6 Pull Ups.*Alternating Legs each round",12,"12","Rounds + Reps","","[{""rnds"":12,""reps"":0}]","EMOM ",RX,
02/11/2025,"D. WOD","5 ROUNDS:30 Double Unders5 Wall Walks 9 Box Jumps (24/20)",583,"9:43","","","[{""secs"":43,""mins"":9}]","11:37 -> 9:43 (retested fresh)Well my legs were half ded after that SWOD",RX,
02/25/2025,"Open 12.1","Complete as many reps as possible in 7 minutes of:• Burpees",96,"96","Reps","","[{""reps"":96}]","89 → 96Somewhat happy with this considering my poor state of cardio atm.Done after high rep snatch practice for the open (5,7,9,11,13 @95) and muscle-ups (2,4,6,8 coz lats still ded from yesterdays c2b)",RX,PR
